Basho,Overall,Ajigawa-205,Arashio-303,Asahiyama-204,Asakayama-203,Dewanoumi-28,Fujishima-3,Futagoyama-4,Hakkaku-402,Hanaregoma-110,Ikazuchi-5,Isegahama-200,Isenoumi-305,Kasugano-2,Kataonami-109,Kise-6,Kokonoe-403,Michinoku-302,Minato-111,Miyagino-210,Musashigawa-9,Naruto-113,Nishiiwa-114,Nishikido-405,Nishonoseki-100,Oitekaze-307,Onoe-10,Onomatsu-116,Oshima-201,Oshiogawa-117,Otake-115,Sadogatake-112,Sakaigawa-11,Shibatayama-108,Shikihide-12,Shikoroyama-119,Tagonoura-101,Takadagawa-120,Takasago-400,Takekuma-13,Tamanoi-14,Tatsunami-1,Tokitsukaze-300,Tokiwayama-107,Yamahibiki-8,Araiso-121,Asahiyama-208,Azumazeki-407,Futagoyama-102,Futagoyama-517,Hanakago-531,Hanakago-103,Hanakago-122,Hanaregoma-106,Hatachiyama-16,Isegahama-206,Izutsu-301,Kabutoyama-310,Kagamiyama-312,Kasugayama-537,Kasugayama-224,Kasugayama-231,Kiriyama-207,Kise-223,Kokonoe-404,Kumagatani-209,Kumagatani-213,Magaki-220,Magaki-124,Michinoku-320,Mihogaseki-7,Minatogawa-535,Minatogawa-126,Minezaki-123,Miyagino-533,Nakagawa-217,Nakagawa-309,Nakamura-128,Nakamura-406,Nishikijima-306,Nishonoseki-105,Oguruma-118,Oitekaze-221,Onaruto-218,Onaruto-215,Onogawa-19,Onogawa-20,Oshima-214,Oshiogawa-125,Oyama-411,Sadogatake-414,Sanoyama-410,Tagonoura-15,Takanohana-104,Takasago-401,Takashima-216,Takashima-212,Takekuma-229,Takekuma-211,Tamanoi-525,Tanigawa-219,Tatsutagawa-311,Tomozuna-501,Urakaze-230,Wakafuji-228,Yamawake-26
2010-07,722-70,,12-1,,,19-0,16-4,,25-3,12-1,14-2,19-3,13-1,24-5,12-3,n,22-1,15-2,6-0,9-1,,,,9-0,,16-1,11-3,21-3,11-2,,7-0-J4 Dairyu,32-4,22-5,8-0,11-0,22-1,21-2,28-0,12-1,,24-0,12-1,13-4,18-0,47-4,,8-0,9-1,,,,,13-1,8-0,,,7-1,,2-0,,,22-1,6-1,,,,,,6-1,,10-1,,,6-0,,,,,11-0,,5-0,14-3,,,,,,9-2,,,,,10-0,11-0,,,2-0,,,,,,,,,
2010-09,712-70,,12-1,,,19-0,16-4,,24-2,12-1,14-2,20-4,13-1,24-5,12-3,n,22-0,15-4,6-1-M2 Minatofuji,9-1,,,,9-0,,15-1,11-3,21-1,11-2,,7-0,31-3,22-7,7-0,12-0,22-1,19-2,28-0,12-1,,24-0,12-1,12-4,17-0,47-3,,8-0,8-1,,,,,13-1,8-0,,,7-1,,2-0,,,21-1,6-1,,,,,,6-1,,10-1,,,6-0,,,,,11-0,,5-0,14-3,,,,,,9-2,,,,,9-0,11-0,,,1-0,,,,,,,,,
2010-11,697-70,,11-1,,,18-0,16-5-Fujishima-O Musoyama,,23-2,12-0,12-1,20-4,13-1,24-5,12-3,n,22-1,15-4,6-0,9-1,,,,8-0,,15-1,11-2,19-2,11-2,,7-0,30-3,20-6,7-0,11-0,22-1,19-3,28-0,11-1,,23-0,14-1,11-4,17-1,47-3,,8-0,8-1,,,,,13-1,8-0,,,7-1,,2-0,,,23-1,5-1,,,,,,5-1,,10-1,,,6-0,,,,,9-0,,4-0,15-3,,,,,,9-2,,,,,9-0,11-0,,,1-0,,,,,,,,,
2011-01,692-70,,11-1,,,19-0,16-5,,23-2,11-0,12-1,19-4,13-0,24-5,12-2,n,20-1,15-2,6-0,9-1-M13 Chikubayama,,,,8-0,,16-1,11-2,19-2,11-2,,7-0,30-3,19-6,7-0,11-0,22-1,19-3,28-0,11-1,,24-2,15-1,11-4,16-1,46-5,,8-0,8-1,,,,,13-1,8-0,,,7-1,,2-0,,,21-1,5-1,,,,,,5-1,,11-1,,,6-0,,,,,9-0,,4-0,14-3,,,,,,9-2,,,,,9-0,10-0,,,2-0,,,,,,,,,
2011-05,716-68,,11-0,,,18-0,16-4,,25-1,11-0,11-2,19-4,13-0,25-5,11-3,n,21-1,15-2,7-0,9-1,,,,9-0,,17-1,12-2,18-3,11-2,,6-0,32-3,23-6,8-0,11-0,24-1,20-3,30-0,11-1,,26-2,17-1,14-4,17-1,48-4,,12-1,9-1,,,,,14-1,8-0,,,8-1,,2-0,,,21-1,,,,,,,5-1,,10-1,,,5-0,,,,,8-0,,4-0,13-2,,,,,,8-2,,,,,9-0,13-0,,,1-0,,,,,,,,,
2011-07,660-66,,11-0,,,16-0,16-5,,23-2,11-1,8-1,17-3,12-0,22-5,11-3,n,17-1,10-0,7-0,8-1,,,,9-0,,16-2,8-2,19-3,7-2,,6-0,31-2,22-7,6-0,10-0,23-1,17-4,27-0,11-1,,26-2,16-1,12-4,16-1,46-3,,11-0,9-2,,,,,12-1,8-0,,,8-1,,2-0,,,21-0,,,,,,,4-0,,10-1,,,5-0,,,,,7-0,,3-0,13-2,,,,,,7-1,,,,,9-1,13-0,,,1-0,,,,,,,,,
2011-09,649-70,,11-0,,,16-0,14-4,,24-2,11-1,7-1,17-3,12-0,21-5,11-3,n,16-3,10-0,7-0,8-1,,,,9-0,,16-2,8-3,19-3,6-1,,6-0,31-3,22-7,7-0,10-0,21-1,17-4,26-0,11-1,,25-2,15-1,13-4,16-1,45-3,,11-0,9-2,,,,,12-0,8-0,,,7-1,,2-0,,,21-0,,,,,,,4-0,,10-1,,,5-0,,,,,7-1,,3-0,13-3,,,,,,7-2,,,,,9-1,13-0,,,,,,,,,,,,
2011-11,640-70,,13-0,,,15-0,14-4,,24-3,11-1,6-1,18-3,11-1-M3 Kitakachidoki,21-5,11-3,n,16-3,10-0,7-0,8-1,,,,9-0,,16-1,8-3,19-3,6-1,,5-0,31-3,22-7,7-0,10-0,21-1,17-4-M8 Takanotsuru,26-0,11-1,,24-2,15-0,12-4,15-1,44-4,,10-0,7-1,,,,,12-0,8-0,,,7-1,,2-0,,,21-0,,,,,,,4-0,,10-1,,,4-0,,,,,7-0,,3-0,13-3,,,,,,7-3,,,,,9-1,13-0,,,,,,,,,,,,
2012-01,635-70,,13-0,,,15-0,14-4,,24-3,11-1,6-1,18-4,10-1,21-5,10-2,n,15-2,10-0,7-0,8-1,,,,8-0,,16-1,8-2,20-4,6-1,,6-0,31-3,22-6,7-0,10-0,21-1,15-4,26-0,11-1,,24-2,16-0,12-4,15-1,44-6,,10-0,7-1,,,,,11-0,8-0,,,6-1,,2-0,,,21-0,,,,,,,4-0,,10-1,,,4-0,,,,,7-0,,3-0,14-3,,,,,,7-3,,,,,8-1,13-0,,,,,,,,,,,,
2012-03,661-70,,13-0,,,22-0,14-4,,27-3,10-1,6-1,18-3,9-1,23-5,10-2,n,17-3,10-0,7-0,9-1,,,,10-0,,16-1,8-3,20-4,6-1,,7-0,36-3,23-5,6-0,10-1,23-1,16-4,27-0,13-1,,25-2,16-0,12-4,15-1,44-5,,10-0,8-1,,,,,11-1,8-0,,,6-1,,2-0,,,23-0-M11 Hamanishiki,,,,,,,4-0,,10-1,,,6-0,,,,,7-0,,3-0,14-3,,,,,,7-3,,,,,,14-0,,,,,,,,,,,,
2012-05,662-70,,13-0,,,22-0,14-3,,27-3,10-1,6-1,18-4,9-1,22-5,10-2,29-4,17-3,10-0,8-0,9-1,,,,10-0,,14-1,8-3,20-3,8-1,,7-0,35-3,24-5,6-0,10-0,23-1,15-4,27-0,13-1,,26-2,16-0,12-4,15-1,18-3,,10-0,8-1,,,,,10-0,8-0,,,6-1,,2-0,,,23-0,,,,,,,4-0,,10-1,,,6-0,,,,,7-0,,3-0,14-4,,,,,,,,,,,,13-0,,,,,,,,,,,,
2012-07,653-70,,13-0,,,22-0,12-2,,27-3,10-1,6-1,18-4,8-1,21-5,10-2,29-4,17-3,10-0,7-0,9-1,,,,10-0,,14-1,8-2,20-3,15-4,,7-0,35-3,24-5,6-0,10-0,24-1,14-4,26-0,13-1,,26-2,16-0,12-4,15-1,18-3,,10-1,7-1,,,,,,8-0,,,6-1,,2-0,,,23-0,,,,,,,4-0,,10-1,,,14-0,,,,,7-0,,3-0,14-4,,,,,,,,,,,,13-1,,,,,,,,,,,,
2012-09,651-70,,13-0,,,22-0,12-2,,27-2,10-1,6-1,18-3,8-1,21-5,10-2,29-4,16-3,10-0,7-0,9-2,,,,10-0,,14-1,8-3,20-4,15-3,,8-0,35-4,24-5,6-0,10-0,24-1,15-4,25-0,13-1,,26-2,16-0,12-3,14-1,18-3,,10-1,7-1,,,,,,8-0,,,6-1,,2-0,,,22-0,,,,,,,4-0,,10-1,,,14-1,,,,,7-0,,3-0,14-3,,,,,,,,,,,,13-1,,,,,,,,,,,,
2012-11,634-70,,12-0,,,22-0,12-2,,27-2,10-1,6-1,18-4,8-1,20-5,10-2,29-5,15-3,9-0,7-0,9-2,,,,10-0,,13-0,8-3,19-3,15-4,,8-0,35-4,23-5,6-0,10-0,24-1,12-4,24-1,12-1,,27-2,14-0,11-3,14-1,17-3,,10-0,5-1,,,,,,8-0,,,6-1,,2-0,,,22-0,,,,,,,4-0,,10-1,,,14-0,,,,,7-0,,3-0,14-3,,,,,,,,,,,,13-1,,,,,,,,,,,,
2013-01,638-70,,12-0,,,22-0,14-2,,27-2,10-1,7-1,18-4,8-1,21-5,10-2,29-5,14-3,9-0,6-0,10-2,,,,10-0,,14-0,8-3,20-3,15-4,,8-0,36-4,22-6,6-0,11-0-M9 Kitazakura,23-1,12-4,23-0,11-1,,27-3,14-0,11-3,14-1,18-2,,10-0,10-1,,,,,,8-0,,,5-1,,2-1,,,25-0,,,,,,,4-0,,10-1,,,13-0,,,,,,,3-0,14-2,,,,,,,,,,,,14-1,,,,,,,,,,,,
2013-03,651-70,,13-0,,,23-0,14-2,,30-2,10-1,7-1,19-4,6-1,22-6,10-2,31-5,15-3,10-0,6-0,10-2,,,,12-0,,17-0,7-3,19-3,16-4,,9-0,37-3,23-5,12-0,9-1,22-1,14-4,22-0,13-1,,26-3,15-0,11-3,16-1,19-2,,10-1,9-0,,,,,,,,,5-1,,2-1,,,24-0,,,,,,,4-0,,10-1,,,13-0,,,,,,,,14-2,,,,,,,,,,,,15-1,,,,,,,,,,,,
2013-05,648-70,,13-0,,,22-0,11-1,,29-2,10-1,7-1,22-4,6-1,22-6,10-2,31-6,14-5,11-0,6-0,10-2,4-0-Musashigawa-Y Musashimaru,,,12-0,,17-0,6-3,19-3,17-4,,8-0,37-3,23-4,12-0,9-0,23-1,14-4,22-0,13-1,,25-2,15-0,12-3,16-1,19-3,,10-1,9-0,,,,,,,,,5-1,,2-1,,,24-0,,,,,,,,,9-1,,,13-0,,,,,,,,14-2,,,,,,,,,,,,15-1,,,,,,,,,,,,
2013-07,640-70,,13-1,,,22-0,11-1,,30-2,12-1,7-0,22-4,5-1,21-5,8-2,31-4,14-4,11-0,6-0,10-2,4-0,,,12-0,,17-1,6-3,18-3,17-4,,8-1,36-4,23-4,12-0,9-0,24-2,14-4,22-0,13-1,,24-3,15-0,12-3,15-1,18-2,,9-1,9-0,,,,,,,,,4-1,,2-1,,,24-0,,,,,,,,,9-1,,,13-0,,,,,,,,14-2,,,,,,,,,,,,14-1,,,,,,,,,,,,
2013-09,633-70,,13-1,,,22-0,11-1,,29-2,12-1,7-0,22-5,5-1,21-4,8-2,31-5,14-5,11-0,6-0,9-2,4-0,,,11-0,,17-1,6-3,18-3,16-4,,7-1,36-3,23-4,12-0,9-0,23-2,14-4,22-0,12-1,,24-3,15-0,12-3,15-1,18-2,,9-0,9-0,,,,,,,,,4-1,,2-1,,,24-0,,,,,,,,,8-1,,,14-0,,,,,,,,14-2,,,,,,,,,,,,14-1,,,,,,,,,,,,
2013-11,627-70,,13-1,,,21-0,11-1,,29-2,12-1,7-0,22-5,5-1,27-6,8-2,31-6,14-5,12-0,7-0,9-2,4-0,,,10-0,,17-1,5-2,18-3,16-4,,9-1,36-4,22-4,11-0,9-0,22-2,14-3,22-0,11-1,,24-3,15-0,12-3,14-1,18-1,,9-0,9-0,,,,,,,,,4-1,,2-1,,,24-0,,,,,,,,,,,,14-0,,,,,,,,13-2,,,,,,,,,,,,15-1,,,,,,,,,,,,
2014-01,630-70,,13-1,,,21-0,13-1,,29-1,12-1,8-0,23-5,5-1,26-5,7-2,30-6,15-5,11-0,7-0,10-2,4-0,,,10-0,,18-1,9-2,19-2,16-4,,9-1,36-3,22-5,11-1,9-0,22-2,12-4-Tagonoura,22-0,11-1,,24-3,15-0,11-3,14-1,18-1,,9-0,8-0,,,,,,,,,4-1,,2-1,,,24-0,,,,,,,,,,,,13-1,,,,,,,,13-2,,,,,,,,,,,,15-1,,,,,,,,,,,,
2014-03,662-70,,12-1,,4-0-Asakayama-O Kaio,18-0-M2 Oginohana,13-1,,30-1,14-1,8-1,23-5,6-1,28-4,6-2,33-6,16-5,12-0,7-0,14-2,5-0,,,10-0,,19-1,11-2,19-3,12-4,,10-1,37-3,22-5,12-0,9-0,22-2,13-3,23-0,13-1,,26-3,17-0,12-3,14-1,18-2,,10-0,11-0,,,,,,,,,5-1,,2-1,,,23-0,,,,,,,,,,,,14-1,,,,,,,,14-2,,,,,,,,,,,,15-1,,,,,,,,,,,,
2014-05,664-70,,12-1,,4-0,18-0,13-1,,28-1,14-1,8-0,23-5,6-1,27-3,6-2,33-6,16-5,12-0,7-1,13-2,8-0,,,10-0,,18-1,11-2,20-3,12-4,,10-1,36-2,23-5,12-1,9-0,23-2,13-4,23-0,13-1,,26-3,17-0,12-4,15-1,18-1,,10-0,12-0,,,,,,,,,5-1,,2-1,,,23-0,,,,,,,,,,,,14-1,,,,,,,,14-2,,,,,,,,,,,,15-1,,,,,,,,,,,,
2014-07,657-70,,12-1,,4-0,18-0,13-1,,28-1,13-1,8-0,23-5,6-1,27-5,6-2,34-6,15-5,13-0,6-1,13-1,8-0,,,10-0,,18-2,11-2,19-2,12-5,,10-1,36-2,23-5,12-1,11-0,23-2,12-3,23-0,13-1,,26-2,16-0,12-4,15-1,18-1,,8-0,12-0,,,,,,,,,4-1,,2-1,,,23-0,,,,,,,,,,,,14-1,,,,,,,,13-2,,,,,,,,,,,,14-1,,,,,,,,,,,,
2014-09,648-70,,12-1,,4-0,18-0,13-1,,28-1,13-1,8-0,23-5,6-1,28-4,6-2,34-5,15-5,13-0,6-1,13-1,8-0,,,11-0,,17-2,11-1,19-3,12-5,,10-1,35-2,22-5,12-1,10-0,21-2,11-3,23-0,13-1,,26-3,16-0,12-4,15-1,18-2,,7-0,11-0,,,,,,,,,4-1,,2-1,,,23-0,,,,,,,,,,,,13-1,,,,,,,,12-2,,,,,,,,,,,,14-1,,,,,,,,,,,,
2014-11,643-70,,13-1,,4-0,18-1,13-1,,27-1,12-1,8-0,23-5,6-1,27-5,6-2,34-5,15-4,13-0,6-1,12-1,8-0,,,10-0,,17-2,11-2,18-2,12-4,,10-1,35-3,23-5,12-1,10-0,21-2,10-3,23-1,12-1,,28-2,16-0,13-4,14-0,17-2,,7-0,11-0,,,,,,,,,4-1,,2-1,,,23-0,,,,,,,,,,,,13-1,,,,,,,,12-2,,,,,,,,,,,,14-1,,,,,,,,,,,,
2015-01,646-70,,12-1,,4-0,18-0,13-1,,28-1,12-1-Nishonoseki,11-0,23-5,6-1,27-5,6-2,34-6,13-4,13-0,6-1,12-1,8-0,,,10-0,,18-2,11-2,17-3,12-4,,10-1,36-2,24-5,13-1,11-0,21-1,10-3,23-1,12-1,,27-2,16-0,13-4,15-1,16-2,,7-0,11-0,,,,,,,,,4-1,,2-1,,,23-0,,,,,,,,,,,,13-1,,,,,,,,12-2,,,,,,,,,,,,13-1,,,,,,,,,,,,
2015-03,670-70,,11-1,,5-0,19-0,14-1,,28-1,12-1,13-0,28-5,9-1,27-3,6-2,36-6,13-4,13-0,8-1,12-2,8-0,,,10-0,,18-2,11-2,17-3,12-4,,10-1,37-3,24-5,14-0,14-0,19-2,9-3,23-1,15-1,,28-1,16-0,14-4,17-1,18-2,,,13-0,,,,,,,,,4-1,,2-1,,,24-0,,,,,,,,,,,,13-1,,,,,,,,13-3,,,,,,,,,,,,13-1,,,,,,,,,,,,
2015-05,671-70,,12-1,,5-0,19-1,14-1,,29-1,12-1,13-0,28-5,10-2,27-3,6-2,36-5,15-4,12-0,8-1,12-2,8-0,,,10-0,,18-3,11-2,16-3,12-4,,10-1,36-2,24-5,13-1,15-0,18-2,9-3,23-1,15-1,,29-1,16-0,15-3,16-0,18-2,,,13-0,,,,,,,,,4-1,,2-1,,,23-0,,,,,,,,,,,,14-1,,,,,,,,12-3,,,,,,,,,,,,13-1,,,,,,,,,,,,
2015-07,653-70,,12-1,,5-0,18-1,13-1,,29-1,12-1,13-0,27-5,10-2,26-3,6-2,36-7,15-4,12-0,8-1,12-2,8-0,,,9-0,,18-2,11-2,16-3,12-4,,9-1,35-2,23-5,13-1,13-0,18-2,9-3,23-1,14-1,,28-1,16-0,15-2,15-0,17-2,,,11-0,,,,,,,,,4-1,,2-1,,,23-0,,,,,,,,,,,,13-1,,,,,,,,12-3,,,,,,,,,,,,12-1,,,,,,,,,,,,
2015-09,651-70,,12-1,,5-0,18-1,13-1,,28-1,12-1,13-0,27-5,10-2,25-3,6-2,36-7,15-4,12-0,8-1,12-2,11-0,,,9-0,,18-3,11-2,16-2,11-4,,9-1,34-2,23-5,13-1,13-0,17-2,9-2,23-1,14-1,,28-1,16-0,15-3,15-0,17-2,,,11-0,,,,,,,,,4-1,,2-1,,,23-0,,,,,,,,,,,,13-1,,,,,,,,12-3,,,,,,,,,,,,12-1,,,,,,,,,,,,
2015-11,647-70,,12-1,,5-0,18-1,13-0,,28-1,12-1,12-0,27-5,10-2,25-3,6-2,36-6,14-4,12-0,8-1,12-2,12-0,,,8-0,,18-3,11-2,16-3,11-4,,9-1,35-2,23-5,12-1,13-0,17-1,8-2,23-1,14-2,,28-2,16-0,14-3,15-0,16-2,,,11-0,,,,,,,,,4-1,,2-1,,,23-0,,,,,,,,,,,,13-1,,,,,,,,13-3,,,,,,,,,,,,12-1,,,,,,,,,,,,
2016-01,650-70,,12-1,,6-0,18-2,13-0,,27-1,12-1,13-0,26-5,10-2,24-3,6-1,34-5,13-6,12-0,8-1,14-2,14-0,,,8-0,,19-4,12-2,16-2,11-4,,9-1,36-2,24-5,12-0,13-0,17-1,8-2,21-1,15-2,,29-2,16-0,14-3,13-0,16-2-Yamahibiki-M1 Ganyu,,,11-0,,,,,,,,,4-1,,2-1,,,23-0,,,,,,,,,,,,14-1,,,,,,,,13-3,,,,,,,,,,,,12-1,,,,,,,,,,,,
2016-03,685-70,,12-1,,8-0,18-2,12-1,,33-1,11-1,12-0,29-5,11-2,24-3,6-1,36-5,13-6,12-0,9-1,13-2,14-0,,,8-0,,20-4,13-2,17-2,11-4,,10-1,41-2,26-5,13-0,16-0,18-1,7-2,21-1,18-2,,29-2,16-0,14-2,12-0,16-2,,,12-0,,,,,,,,,5-1,,2-1,,,24-0,,,,,,,,,,,,15-1,,,,,,,,16-3,,,,,,,,,,,,12-1,,,,,,,,,,,,
2016-05,685-70,,12-1,,10-0,19-2,13-0,,33-1,11-1,11-0,28-5,11-2,23-3,6-2,36-6,13-6,12-0,9-1,13-2,16-0,,,8-0,,18-4,13-2,17-1,11-3,,10-1,41-2,27-5,13-0,18-0,17-1,7-2,21-1,18-2,,28-2,16-0,13-2,12-0-K Takamisugi,16-2,,,12-0,,,,,,,,,5-1,,2-1,,,23-0,,,,,,,,,,,,14-1,,,,,,,,17-3,,,,,,,,,,,,12-2,,,,,,,,,,,,
2016-07,673-70,,12-1,3-0-Asahiyama-S Kotonishiki,10-0,17-2,13-0,,32-2,11-1,11-0,27-5,11-2,22-3,6-1,35-5,14-6,12-0,9-1,12-2,15-0,,,6-0,,18-4,13-1,17-2,11-4,,11-1,41-3,27-5,13-0,19-0,17-1,7-2,21-1,17-2,,27-2,15-0,13-2,12-0,16-2,,,12-0,,,,,,,,,5-1,,2-0,,,23-0,,,,,,,,,,,,13-1,,,,,,,,13-3,,,,,,,,,,,,12-2,,,,,,,,,,,,
2016-09,669-70,,12-1,3-0,10-0,17-1,13-0,,31-2,11-1,11-0,28-5,11-2,22-3,5-1,35-5,14-6-O Chiyotaikai,12-0,9-1,11-2,16-0,,,5-0,,18-4,13-1,17-2,10-4,,13-1,41-3,26-5,13-1,19-0,16-1,7-2,20-1,17-2,,27-2,15-0,13-2,12-0,16-2,,,12-0,,,,,,,,,5-1,,2-0,,,23-0,,,,,,,,,,,,13-1,,,,,,,,13-3,,,,,,,,,,,,12-2,,,,,,,,,,,,
2016-11,663-70,,12-1,3-0,9-0,17-1,13-0,,30-2,11-1,11-0,33-5,12-2,22-3,5-1,35-4,14-6,11-0,9-1,10-3,17-0,,,4-0,,41-5,13-1,17-2,10-4,,13-1,39-3,26-5,13-0,19-0,16-1,7-2,20-2,17-1,,27-1,15-1,12-2,11-0,15-2,,,12-0,,,,,,,,,4-1,,2-0,,,,,,,,,,,,,,,13-1,,,,,,,,13-3,,,,,,,,,,,,10-2,,,,,,,,,,,,
2017-01,652-70,,12-1,3-0,9-0,16-1,14-0,,30-2,12-1,11-0,34-6,12-2,22-3,4-1,36-5,14-6,12-0,9-1,10-3,17-0,,,4-0,,29-5,14-1,17-2,11-4,,12-1,39-3,26-4,13-1,19-0,17-1,7-2,18-2,17-0,,27-1,15-1,12-2,10-0,15-1,,,11-0,,,,,,,,,4-1,,2-0,,,,,,,,,,,,,,,13-1,,,,,,,,13-3,,,,,,,,,,,,10-2,,,,,,,,,,,,
2017-03,692-70,,12-1,4-0,10-0,17-1,17-0,,29-2,13-1,11-0,34-6,12-2,21-3,4-1,37-4,16-6,12-0,11-1,13-3,16-0,,,6-0,,18-5,16-1,18-1,11-4,,13-1,45-3,25-4,12-0,22-0,20-1,12-2,18-2,18-1,,28-2,18-1,14-2,10-0,16-2,,,10-0,,,,,,,,,5-1,,2-0,,,,,,,,,,,,,,,13-1,,,9-0-Nakagawa-M14 Asahisato,,,,,14-3,,,,,,,,,,,,10-2,,,,,,,,,,,,
2017-05,690-70,,12-1,4-0,11-0,17-1,17-0,,29-2,13-1,11-0,34-6,13-2,21-3,4-1,37-4,16-6,12-0,9-1,14-3,15-0,3-0-Naruto-O Kotooshu,,6-0,,18-5,16-1,17-1,11-4,,13-1,43-3,25-4,12-0,22-0,20-1,12-2,18-2,18-1,,27-1,17-2,14-2,10-0,14-1,,,10-0,,,,,,,,,5-1,,2-0,,,,,,,,,,,,,,,13-1,,,9-0,,,,,16-3,,,,,,,,,,,,10-3,,,,,,,,,,,,
2017-07,676-70,,12-1,5-0,11-0,16-1,16-0,,28-2,13-1,11-0,29-6,12-2,21-3,4-1,37-4,16-6,12-0,9-1,14-3,16-0,4-0,,6-0,,18-6,16-1,16-1,11-3-S Kyokutenho,,13-1,42-3,24-4,11-0,21-0,20-2,13-2,18-2,17-1,,26-1,17-2,14-2,9-0,14-1,,,10-0,,,,,,,,,5-1,,2-0,,,,,,,,,,,,,,,12-1,,,9-0,,,,,16-3,,,,,,,,,,,,10-2,,,,,,,,,,,,
2017-09,676-70,,12-1,6-0,11-0,16-1,17-0,,28-2,13-1,10-0,29-6,12-2,20-3,4-1,37-6,16-6,13-0,9-1,14-3,17-0,4-0,,6-0,,18-5,15-0,16-1,10-3,,13-1,42-3,23-4,11-0,20-0,20-2,13-2,18-2,17-1,,26-1,17-1,15-2,10-0,14-1,,,10-0,,,,,,,,,5-1,,2-0,,,,,,,,,,,,,,,13-1,,,9-0,,,,,16-4,,,,,,,,,,,,9-2,,,,,,,,,,,,
2017-11,671-70,,12-1,6-0,11-0,14-1,16-0,,27-2,12-1,9-0,33-6,12-2,21-3,3-1,36-5,16-6,13-0,8-1,14-3,17-0,4-0,,6-0,,18-5,15-0,17-1,10-3,,13-1,43-3,23-4,10-0,19-0,19-2,13-2,18-2,17-1,,26-1,17-1,15-2,10-1,13-0,,,10-0,,,,,,,,,5-1,,2-0,,,,,,,,,,,,,,,13-1,,,9-0,,,,,17-4,,,,,,,,,,,,9-3,,,,,,,,,,,,
2018-01,671-70,,12-1,6-0,11-0,14-1,16-0,,27-2,11-1,8-0,32-4,12-2,21-4,3-1,36-5,17-5,13-0,8-1,14-3,18-0,4-0,,6-1,,18-6,15-0,17-1,10-3,,14-1,43-3,24-4,9-0,19-0,19-2,13-2,18-2,18-1,,27-1,17-2,15-2,10-1,13-0,,,10-0,,,,,,,,,4-1,,2-0,,,,,,,,,,,,,,,13-1,,,8-0,,,,,17-3,,,,,,,,,,,,9-3,,,,,,,,,,,,
2018-03,700-70,,12-1,7-0,12-0,15-1,18-0,,28-2,11-1,9-0,30-5,12-2,21-3,3-1,37-5,18-5,15-0,8-1,14-3,19-0,5-0,5-0-Nishiiwa-S Wakanosato,6-1,,20-7,16-0,16-1,11-3,,14-0,47-3,24-3,8-0,19-0,21-2,13-2,20-2,19-1,,29-1,17-1,13-2,11-1,13-0,,,11-0,,,,,,,,,4-1,,2-0,,,,,,,,,,,,,,,12-1,,,8-0,,,,,17-4,,,,,,,,,,,,10-4,,,,,,,,,,,,
2018-05,708-70,,12-2,8-0,12-0,15-1,12-0,7-0-Futagoyama-O Miyabiyama,28-2,11-1,9-0,30-5,12-2,21-3,3-1,37-5,19-5,14-0,8-1,14-2,19-0,8-0,7-0,6-1,,20-7,16-0,16-1,10-3,,13-0,46-3,25-3,8-0,19-0,21-2,13-2,20-3,19-2,,29-1,18-1,15-2,11-1,13-0,,,11-0,,,,,,,,,4-1,,2-0,,,,,,,,,,,,,,,12-1,,,8-0,,,,,17-3,,,,,,,,,,,,10-3,,,,,,,,,,,,
2018-07,694-70,,12-2,7-0,12-0,15-1,12-0,6-0,27-2,11-1,9-0,28-4,12-2,21-3,3-1,37-7,19-6,13-0,8-1,14-2,18-0,8-0,7-0,6-1,,20-7,16-0,15-1,10-3,,13-0,44-3,25-3,8-0,19-0,21-2,13-2,20-2,19-1,,29-1,17-1,15-2,11-1,13-0,,,10-0,,,,,,,,,4-1,,2-0,,,,,,,,,,,,,,,12-1,,,8-0,,,,,16-3,,,,,,,,,,,,9-3,,,,,,,,,,,,
2018-09,693-70,,12-1,8-0,12-0,15-1,12-0,7-0,27-2,11-1,9-0,26-3,12-2,21-3,3-1,37-6,19-6,14-0,8-1,14-3,18-0,8-0,7-0,7-1,,20-7,16-0,15-1,10-3,,13-0,44-3,25-3,8-0,19-0,21-2,13-2,20-3,19-1,,29-1,17-2,14-2,11-1,13-0,,,10-0,,,,,,,,,3-1,,2-0,,,,,,,,,,,,,,,12-1,,,8-0,,,,,16-3,,,,,,,,,,,,8-3,,,,,,,,,,,,
2018-11,681-70,,12-1,7-0,11-0,14-1,12-0,7-0,26-2,11-1,9-0,26-3,12-2,20-3,3-1,37-5,19-6,14-0,8-1,14-3,18-0,8-0,7-0,7-2,,20-7,16-0,14-1,10-3,,13-0,44-3,26-3,7-0,19-0,20-1,13-2,20-3,19-1,,28-1,16-1,13-3,18-4,12-0,,,10-0,,,,,,,,,3-1,,2-0,,,,,,,,,,,,,,,12-1,,,8-0,,,,,16-4,,,,,,,,,,,,,,,,,,,,,,,,
2019-01,684-70,,12-2,7-0,11-0,14-1,14-0,7-0,26-2,11-1,9-0,26-3,12-2,21-3,3-1,37-6,19-5,13-0,8-1,14-3,17-0,8-0,7-0,7-1,,21-7,16-0,14-1,10-3,,12-0,45-3,25-3,7-0,19-0,20-1,13-2,21-3,19-1,,28-1,17-1,13-3,17-4,12-0,,,10-0,,,,,,,,,3-1,,2-0,,,,,,,,,,,,,,,12-1,,,9-0,,,,,16-4,,,,,,,,,,,,,,,,,,,,,,,,
